eftsl,perm_res_postcode,usual_resident_population
17.859375,2787,4448
17.849025,2296,1883
17.845277776,3880,4032
17.798773913,2783,2614
17.73278985,6017,4120
17.609984783,5171,5923
17.516199999999998,2159,4975
17.5,4076,8107
17.479233333000003,4310,5752
17.458333332,4730,3230
17.4375,2354,3576
17.41375,3981,4898
17.390624996,2357,4159
17.375,2663,5186
17.3125,4228,5297
17.258152174,5453,4938
17.1466,5168,5499
17.125,3915,9960
16.87075,2081,5369
16.668508287,3685,2722
16.625,5155,3824
16.517702771,3099,4878
16.5,4470,3574
16.4375,2829,3102
16.388586957,7301,4304
16.375,2821,4810
16.354166667,3189,5895
16.325899999999997,2163,9590
16.3233,3223,7397
16.266199999999998,2572,4477
16.25,7020,2472
16.25,3380,6032
16.203699999999998,2778,2432
16.140625,2579,4029
16.125,4344,2622
16,6081,4756
16,2453,2768
15.937499998,0853,857
15.86878453,2116,6642
15.78125,7270,4087
15.773968837999998,6070,3656
15.75,4358,2264
15.749999996,6239,4408
15.708333337,3049,9262
15.7025,3177,11306
15.646739129,7215,3381
15.6358,2752,4918
15.625,5025,8256
15.59375,3154,4419
15.577898548,6071,3400
15.5054,2172,2781
15.3751,3722,5018
15.375,3971,4018
15.374999998,4721,3717
15.332880435,6753,7238
15.288043478,2319,6684
15.25,2583,4382
15.25,4877,5141
15.179199994,6003,3509
15.1304,4559,6321
15.0625,4521,4730
15.026300643999999,5165,5383
14.947513812,2469,4012
14.9375,5250,3523
14.921875004,3950,4800
14.90625,5352,5216
14.875,2713,2797
14.874999998,6312,4884
14.83563,2549,3785
14.78941,2063,6347
14.757594972,5167,5705
14.75,2423,2964
14.75,3842,4783
14.683423913,3918,3705
14.625,3888,3426
14.593750004,3737,4303
14.5,2798,2101
14.49999999,6726,5436
14.4375,3200,5762
14.375,2473,3088
14.375,4400,1884
14.25,4355,2678
14.168508287,3666,4698
14.16583,3498,5325
14.125,3227,4819
14.0216,2174,2267
14.0054,7303,2712
14,4516,3963
14,2731,6410
13.953125,3984,5209
13.9375,5009,5030
13.901700997,4550,4257
13.875,3980,3350
13.875,2286,3909
13.8125,3260,4766
13.792119565,7275,3138
13.75,2346,3149
13.6875,5680,2117
13.6875,0860,2991
13.65863,5343,4846
13.645833333,3180,7462
13.625,2388,2674
13.573050000000002,2653,2537
13.541666664000001,6255,3916
13.52083333,4415,1988
13.5,3225,4058
13.4375,2427,3114
13.402166666000001,2845,1980
13.375,4711,1851
13.375,2422,5338
13.3714,7252,2783
13.369791666000001,6082,3221
13.3341,2701,2388
13.25,3996,5538
13.25,2472,1857
13.125,3816,2721
13.046270718,5172,3932
13.03125,2840,2695
13,5244,4263
13,6728,5946
12.952083332,2831,1919
12.930706525000002,3451,5656
12.916666666,3741,3100
12.875,4895,4453
12.833333332,6220,4675
12.75,5010,5853
12.75,5554,5233
12.75,2326,7332
12.75,5690,3656
12.703125,2551,3501
12.645833332,6284,2249
12.625,3114,3822
12.625,5353,3775
12.5,3940,4930
12.5,5277,2914
12.48720437,3036,5925
12.486763351,4885,3803
12.4375,7025,1697
12.427083332999999,4572,3958
12.3858,4158,3761
12.375,5373,3427
12.375,4106,1595
12.375,5609,1950
12.374999998,6015,6609
12.328125,2334,2830
12.25,4205,5385
12.25,4518,5065
12.244400072,2028,4642
12.165262514,5018,5567
12.125,6415,3003
12.116847826,6083,3512
12,4275,3434
11.979166664,6022,4982
11.875,5523,1935
11.875,3284,3439
11.875,6525,3569
11.6875,3862,3156
11.6875,3815,3022
11.5,4354,1199
11.5,4605,4843
11.474983332999999,2027,8195
11.444751381,5021,5787
11.4375,4882,2718
11.432398307,3431,3947
11.375,3427,2763
11.375,4303,3946
11.375,3714,3509
11.328125,3775,3861
11.25,3925,3384
11.25,2214,3952
11.25,4824,2769
11.25,3401,4421
11.25,5558,4830
11.145833331999999,2179,6530
11.125,3616,5357
11.0625,3093,3891
11.0625,2644,2403
11.062499998,4156,3146
11.041666665000001,6701,5544
11,4287,824
11,4512,3442
11,3608,2418
10.963888887,2449,2188
10.8966,2157,3741
10.883152174,6442,2542
10.874999998,6720,2528
10.8125,3824,5004
10.750000004,3438,2387
10.625000003,3797,3476
10.625,3781,4477
10.625,4313,2323
10.5625,2900,1930
10.5054,2104,3620
10.5054,4714,2941
10.499999998,6175,3752
10.421875,5268,3544
10.39775,2825,2383
10.395833336,3501,1941
10.374999998,6302,3623
10.364583332999999,6073,3041
10.3202,2084,3625
10.270833332999999,2191,6322
10.25,4677,3549
10.25,2421,1828
10.21875,5245,3084
10.210597826,4357,2582
10.16666666,6034,1680
10.163734086,3357,3714
10.125,2080,1708
10.125,2827,3691
10.0625,2810,3150
9.989583332,6271,3314
9.908459082,3460,2567
9.875,2586,2619
9.875,3561,4436
9.875,3814,2255
9.875,7212,1931
9.875,4872,3902
9.828225,2804,2668
9.7608,2852,3543
9.75,4659,4794
9.75,3272,1539
9.75,4568,3554
9.713915746,0839,548
9.6875,3783,2350
9.683206221999999,5088,3296
9.6439,2297,1680
9.625,3871,2902
9.625,3328,1721
9.625,4725,1539
9.5625,4888,3097
9.5,2471,2524
9.49863,2420,4023
9.480662983,5157,2914
9.4375,3749,1888
9.421875,5120,1977
9.416699999999999,3342,3441
9.375,2178,4230
9.375,5117,2923
9.3179,2578,2689
9.3125,3579,5365
9.307184662000001,3159,2648
9.28645833,4852,3686
9.25,0852,8299
9.1875,2824,2183
9.0625,3505,4832
9.0625,7116,2253
9.0625,7216,3356
9.032399999999999,2128,4166
9,3956,2821
9,2581,2095
9,3115,3796
9,5710,2673
8.9375,3926,3242
8.915283149,2267,2759
8.90625,2784,1230
8.875,5174,2917
8.875,4745,2991
8.874999999,2711,3360
8.853713767,6566,3275
8.829166665999999,3230,2545
8.81875,3793,3577
8.7917,3461,4149
8.791666666,6317,4183
8.75,2729,1696
8.75,4270,3950
8.75,3463,2451
8.75,2278,2570
8.75,3938,2823
8.7253,2832,2568
8.666699999999999,3213,4033
8.625,3919,3183
8.625,7022,880
8.5625,4806,3874
8.541666666000001,6159,3340
8.520833331999999,3821,2917
8.5,2336,2614
8.5,3913,3338
8.5,5607,4919
8.5,3675,1805
8.5,4854,5481
8.5,3788,1738
8.5,4465,1230
8.458333329999999,6125,3135
8.4375,2439,2941
8.40625,2647,2161
8.375,4342,2618
8.375,2328,2442
8.375,3249,3199
8.375,0834,1836
8.354166669,3515,1944
8.3125,7016,2872
8.3125,5020,3112
8.250000004,3335,5856
8.25,2404,1838
8.25,7290,2275
8.25,3418,2772
8.25,6510,1976
8.15625,5330,3368
8.140625,2722,3207
8.125,3823,1838
8.125,0828,1201
8.125,3885,1871
8.125,2462,2443
8.124999998,6556,2034
8.065885479,4515,4064
8,5556,4039
8,3281,1699
8,3568,2945
8,7190,3110
7.9375,7268,1036
7.875,3753,2330
7.75,2622,3922
7.75,7260,3218
7.625,5241,2527
7.625,3282,2362
7.625,3791,1437
7.625,6535,1596
7.621023913,3096,1961
7.5625,2681,1732
7.5,4174,2385
7.5,5223,3642
7.5,4625,2760
7.5,5345,3582
7.375,4580,4879
7.375,5238,4084
7.375,0885,873
7.375,3766,1239
7.3125,4884,1870
7.291208791,3363,3479
7.25,3090,2364
7.2083333320000005,5164,5289
7.125,3911,3414
7.125,4361,2653
7.125,0854,871
7.125,2306,3358
7.125,3373,2292
7.125,3758,2181
7.124999998,2402,1792
7.0625,3061,5056
7,3723,3005
7,4312,2672
7,2665,2226
7,7467,1790
7,4819,2335
7,4309,3006
7,3345,1151
6.9375,3960,2474
6.9375,7001,0
6.9375,7120,1826
6.90625,2786,1288
6.875,2834,2340
6.875,4606,2446
6.875,3304,2725
6.875,4421,2483
6.875,5575,2332
6.875,2083,1519
6.811111111,3435,2879
6.75,5235,2475
6.75,2847,2424
6.75,4486,703
6.747282609,4892,5614
6.722375691,6395,1649
6.625,3683,1757
6.625,3851,5687
6.625,4722,1816
6.625,5723,2059
6.625,2628,1912
6.625,2231,2267
6.625,4674,1451
6.625,6215,4148
6.597450756000001,3321,1518
6.5626,2712,1356
6.5054,2425,1780
6.5,2329,2112
6.5,3933,1098
6.5,4472,1426
6.5,4359,1243
6.5,4406,1467
6.5,2382,1319
6.455585748,3240,2021
6.4536999999999995,2538,2397
6.416666666,2338,1430
6.375,6121,2963
6.375,5631,1046
6.375,3847,2191
6.296875,3266,3067
6.278314916999999,4754,2246
6.25,4111,1183
6.25,4718,2375
6.25,3441,1335
6.1671270719999995,3221,749
6.125,3242,828
6.125,4117,1365
6.125,2476,778
6.125,3808,3033
6.0108,2105,1848
6,4307,1555
6,3869,1626
6,2344,756
6,6324,3519
6,3942,2313
6,2406,823
6,2587,2917
5.984375,2843,1290
5.9375,6603,1111
5.9375,3831,1702
5.9375,3812,2312
5.875,5555,502
5.8125,3311,1696
5.8125,7113,1094
5.79167,3315,1624
5.791666666,6037,2990
5.75,2396,857
5.75,3265,2621
5.75,5154,3361
5.75,2302,564
5.75,3878,1094
5.70833333,6335,775
5.6875,7302,1668
5.6667000000000005,5040,2504
5.625,2823,1425
5.625,2643,2777
5.625,2545,1044
5.625,4346,873
5.625,5212,2102
5.625,2371,1155
5.5625,4887,2038
5.559782608,2359,736
5.52589779,7305,1170
5.5,4347,1192
5.5,3364,2149
5.5,3988,999
5.5,3091,1588
5.5,2714,2769
5.5,4876,2827
5.5,7262,1707
5.5,2869,1449
5.4375,3523,3620
5.40625,6237,2482
5.37705681,3699,1124
5.375,3621,2368
5.375,6716,751
5.375,2748,1877
5.375,4614,1182
5.375,2618,1445
5.375,4362,2462
5.3125,7162,594
5.3125,4569,1624
5.25,3763,1536
5.25,2556,2507
5.25,5276,1181
5.25,2732,1776
5.25,5417,1486
5.25,3584,1138
5.190802906,3458,1945
5.125,7258,962
5.125,2658,1433
5.125,3390,910
5.125,5670,482
5.125,3937,1524
5.125,4271,2888
5.125,4183,2102
5.125,6770,2904
5.125,4385,1222
5.125,2867,602
5.125,6176,1371
5.0625,3285,1207
5.0625,3698,862
5.033333332,3232,1114
5,2702,779
5,6754,1380
5,0837,412
5,3767,1251
5,4630,2401
5,6074,991
5,2715,1477
4.908839778,2351,976
4.875,3202,2907
4.875,3927,1667
4.875,6765,1757
4.851519337,4735,967
4.791666665999999,6516,1761
4.78533,5433,1256
4.75,3717,2650
4.75,6236,2052
4.75,7256,1585
4.708333337,3664,1070
4.6875,3920,1040
4.6875,3688,1236
4.6875,3022,3103
4.682065216,3701,1078
4.6358,4490,1422
4.625,2632,1834
4.625,2818,871
4.625,3341,1663
4.625,5605,1690
4.625,6713,1104
4.590469613,6707,2713
4.5625,5254,2387
4.5625,7055,428
4.5,2849,1546
4.5,6308,1593
4.5,2626,500
4.5,3301,1211
4.5,3856,989
4.5,3740,1072
4.495040884,7255,833
4.492753623,4746,1935
4.4375,4574,1298
4.4375,2660,1610
4.4375,4554,1947
4.421875,2706,1162
4.390625,2669,1654
4.375,6323,989
4.375,6740,1289
4.375,2833,650
4.375,3370,1783
4.375,7024,526
4.375,4360,592
4.375,6558,2642
4.375,4363,599
4.375,5242,1621
4.375,2875,973
4.375,4627,877
4.374999998,6078,934
4.35417,3904,1449
4.340566666,6029,2794
4.328125,4600,893
4.3125,7026,934
4.28665,2675,1562
4.25,2865,865
4.25,5264,1250
4.25,3283,1361
4.25,3241,2566
4.25,5434,456
4.25,4382,517
4.25,2345,721
4.25,5234,1298
4.25,0838,818
4.25,4621,1783
4.25,2672,1576
4.25,3480,1856
4.25,4808,1113
4.249999999,6207,1047
4.140625,2806,779
4.125000004,2717,1330
4.125,4601,1167
4.125,5111,272
4.125,3610,1712
4.125,3268,2607
4.125,3992,967
4.125,2353,1126
4.125,6041,1514
4.125,3231,1256
4.125,5201,1944
4.09375,3211,1322
4.041666665999999,5491,1816
4,2339,679
4,3393,2685
4,6304,1724
4,6537,910
4,6290,1680
4,4581,1525
4,0886,1081
4,3633,605
3.959,6124,1192
3.94,2844,1437
3.9375,4480,751
3.9167,5372,2214
3.875,5210,1718
3.875,2828,831
3.875,3440,2040
3.875,5137,579
3.875,4804,1730
3.875,3409,932
3.875,3580,991
3.875,6353,785
3.875,5213,1156
3.875,3858,3025
3.875,3669,1337
3.875,3987,1527
3.875,5121,1673
3.750000004,3761,1226
3.75,3646,584
3.75,7469,768
3.75,3787,1062
3.75,2738,1667
3.75,2381,1193
3.75,3478,2456
3.75,2311,858
3.6875,2409,1030
3.6875,2609,887
3.6666666660000002,6322,224
3.65625,3700,1318
3.625,4738,1180
3.625,6390,1811
3.625,6226,845
3.625,5275,2412
3.625,3333,825
3.625,2426,720
3.625,4416,498
3.625,4724,579
3.625,3238,218
3.625,2568,1150
3.625,5431,906
3.625,4377,538
3.625,3277,1926
3.625,3870,1271
3.625,3929,905
3.625,4417,669
3.625,3634,1799
3.625,4858,1487
3.625,5502,1540
3.624999999,6209,1954
3.578125,3637,594
3.501381215,2341,1572
3.5,2648,2369
3.5,3294,959
3.5,7291,559
3.5,4383,619
3.5,5342,1124
3.5,5204,2824
3.5,2836,891
3.46875,2655,1336
3.4375,2661,633
3.375000004,3563,808
3.375,2386,360
3.375,7155,803
3.375,3822,985
3.375,2623,610
3.375,5142,575
3.375,4798,688
3.375,4155,1442
3.375,2361,909
3.375,2775,1498
3.375,3332,1014
3.3125,3640,996
3.3125,2175,1837
3.250000004,3097,1443
3.25,5140,421
3.25,6710,4002
3.25,2707,1348
3.25,4496,266
3.25,4373,1032
3.25,5461,2553
3.25,2842,630
3.25,5272,794
3.25,3854,1397
3.25,3490,1293
3.25,3318,1267
3.249999998,6560,1352
3.1875,0875,2371
3.169444444,3567,655
3.1412,2559,3069
3.127071823,5340,1432
3.125,4823,925
3.125,3786,1518
3.125,3483,889
3.125,5602,1341
3.125,6609,822
3.125,5460,746
3.125,6224,1151
3.125,4230,1674
3.125,6623,674
3.125,3673,1732
3.125,6315,1988
3.125,3898,790
3.125,3682,613
3.125,2631,570
3.1070779760000002,5265,431
3.0625,7117,854
3.0416666660000002,4420,1178
3,3707,1836
3,3614,882
3,3264,2288
3,6642,1067
3,5156,951
3,2803,281
3,2312,1458
3,7470,708
3,2656,1272
3,4678,856
3,4381,594
3,3770,3218
2.95,6519,594
2.9450000000000003,3795,1246
2.875,2848,1645
2.875,3518,1306
2.875,5415,222
2.875,2730,1391
2.875,3414,1826
2.875,6227,800
2.875,4861,1453
2.875,6501,968
2.875,4454,706
2.875,4517,763
2.875,4809,1001
2.875,3371,992
2.875,5267,1959
2.8472,5573,2041
2.7917,2569,1362
2.760359116,6253,618
2.7554,2379,313
2.75,4419,944
2.75,6282,1330
2.75,3557,785
2.75,6562,1257
2.75,3588,356
2.75,5231,1227
2.75,3903,751
2.75,4477,468
2.75,3314,525
2.75,6309,275
2.75,3641,1238
2.75,6288,555
2.75,3916,955
2.75,7331,553
2.75,5422,1686
2.75,3759,1062
2.75,4673,652
2.75,3233,2030
2.6875,5401,847
2.683011049,3792,1065
2.625,7267,768
2.625,3892,1063
2.625,4743,620
2.625,3813,886
2.625,6798,1843
2.625,0845,507
2.625,6123,1551
2.625,2475,383
2.625,3462,1173
2.625,2355,663
2.625,2347,1931
2.625,4371,708
2.625,4404,539
2.625,0873,2436
2.625,7023,329
2.625,3448,876
2.625,0874,553
2.589673913,2839,1338
2.5834,3537,1043
2.583333332,4719,1007
2.5625,7175,199
2.5625,4855,766
2.5625,4709,1129
2.562499998,6346,738
2.5,6426,846
2.5,6260,1431
2.5,5522,1421
2.5,4859,463
2.5,2466,1730
2.5,3446,1025
2.5,5412,1207
2.5,7276,567
2.5,3312,1031
2.5,7264,643
2.5,6383,981
2.5,3276,482
2.5,2415,390
2.5,2805,399
2.5,3612,1709
2.5,5452,442
2.5,3381,1212
2.5,4410,1122
2.4375,3882,1095
2.375,5371,1268
2.375,2899,1748
2.375,5243,832
2.375,6218,395
2.375,4821,1320
2.375,2401,321
2.375,5256,1355
2.375,3623,899
2.375,4822,791
2.375,6646,742
2.375,2490,666
2.375,3713,1024
2.375,6275,1347
2.375,3289,756
2.375,6409,402
2.333333332,3705,261
2.296195651,4803,1867
2.2917,3424,769
2.2917,5360,1118
2.2607999999999997,2757,852
2.25,4375,211
2.25,6429,992
2.25,5262,412
2.25,0841,696
2.25,3594,530
2.25,2898,382
2.25,4403,811
2.25,5260,1755
2.25,3857,364
2.25,3453,1723
2.25,3873,321
2.25,4849,1372
2.25,6437,584
2.25,6536,1557
2.25,2387,201
2.228688746,3254,310
2.21875,4498,217
2.1875,7012,838
2.1875,4608,909
2.125,2629,529
2.125,5576,1070
2.125,5583,785
2.125,7178,309
2.125,3388,561
2.125,3966,511
2.125,4497,327
2.125,5166,1879
2.125,6181,485
2.125,7292,606
2.125,4387,1280
2.125,7210,1040
2.125,3533,778
2.125,6407,1138
2.125,7214,611
2.125,4890,1282
2.125,4353,294
2.125,6718,1010
2.125,4626,2208
2.125,3735,602
2.124999999,6350,302
2.124999999,6072,900
2.083333336,3726,401
2.041666664,4695,1121
2,0815,292
2,3687,1098
2,6431,1012
2,5550,916
2,2405,514
2,2864,804
2,5464,634
2,5480,773
2,5413,831
2,3638,2074
2,4422,482
2,6410,1051
2,6502,1183
2,6518,209
2,5133,390
2,5302,852
2,6213,717
2,6391,1001
2,4662,791
2,2678,340
2,4423,200
2,2625,389
2,4727,259
2,2876,421
2,5734,167
1.9590999999999998,7177,406
1.958333331,6077,1428
1.942867224,6438,831
1.875,4731,218
1.875,2424,425
1.875,3392,580
1.875,3962,914
1.875,3374,400
1.875,3576,74
1.875,5582,648
1.875,6321,496
1.875,3725,629
1.875,3720,570
1.875,2668,459
1.875,3591,159
1.875,5222,629
1.875,2739,1401
1.875,5270,608
1.875,3738,219
1.875,6638,482
1.874999999,6477,273
1.8125,2659,893
1.75,4571,809
1.75,3746,385
1.75,3464,1115
1.75,5138,294
1.75,2408,376
1.75,3695,471
1.75,3639,526
1.75,5266,624
1.75,5652,728
1.75,5203,1268
1.75,2314,203
1.75,2822,410
1.75,6337,546
1.75,3549,3522
1.75,2703,984
1.75,4408,631
1.75,3379,803
1.749999999,6033,442
1.708333332,6032,195
1.6875,5485,581
1.6875,3467,1193
1.625,4699,455
1.625,2868,652
1.625,6306,1025
1.625,4736,106
1.625,3739,212
1.625,5094,900
1.625,6286,603
1.625,3509,233
1.625,5482,516
1.625,4756,609
1.625,3360,765
1.625,3387,312
1.625,5400,877
1.625,5170,1152
1.625,3943,1592
1.625,5141,681
1.625,7163,330
1.625,2873,561
1.625,2395,671
1.625,5601,469
1.625,3778,205
1.625,6448,449
1.625,4726,411
1.625,3800,2211
1.625,2563,307
1.625,5411,324
1.625,2410,278
1.625,3428,675
1.625,3525,1301
1.5,4694,189
1.5,6564,310
1.5,3269,730
1.5,3086,910
1.5,2403,718
1.5,5311,418
1.5,3694,90
1.5,2878,372
1.5,3293,301
1.5,4365,508
1.5,2108,1673
1.5,4713,962
1.5,2807,427
1.5,4412,192
1.5,3659,736
1.5,4478,476
1.5,6367,354
1.5,4407,526
1.5,3589,352
1.5,6503,2177
1.5,3732,588
1.5,4716,887
1.375,3789,265
1.375,7027,294
1.375,4620,400
1.375,3859,834
1.375,5233,1474
1.375,6369,671
1.375,5419,223
1.375,5640,1017
1.375,6515,284
1.375,3270,247
1.375,2584,543
1.375,6479,548
1.375,2797,426
1.375,3959,1151
1.375,3275,425
1.375,5641,1023
1.375,4799,1058
1.375,6214,613
1.375,2755,261
1.375,3544,250
1.375,4378,511
1.375,5671,163
1.375,2399,597
1.375,3267,248
1.328125,6221,425
1.3125,2308,1326
1.25,2342,471
1.25,4705,354
1.25,3243,358
1.25,7176,164
1.25,6514,648
1.25,3928,416
1.25,6341,296
1.25,7184,798
1.25,6311,589
1.25,3361,680
1.25,4829,465
1.25,5724,433
1.25,6620,498
1.25,3595,663
1.25,4886,846
1.25,2645,402
1.25,3329,285
1.25,0829,1839
1.25,3744,453
1.25,3951,1003
1.25,6447,183
1.25,7263,594
1.25,6460,752
1.25,3334,565
1.25,6630,622
1.25,5633,321
1.25,3407,420
1.25,5733,229
1.208333332,6320,618
1.184392265,3324,529
1.1675,3274,246
1.125,4712,278
1.125,5454,398
1.125,6044,1233
1.125,3521,660
1.125,4801,264
1.125,4222,0
1.125,3385,517
1.125,3546,402
1.125,5483,347
1.125,5144,414
1.125,6488,193
1.125,6338,676
1.125,6569,272
1.125,5381,384
1.125,5632,250
1.125,3447,448
1.125,4425,219
1.125,5374,1480
1.125,3413,215
1.125,2874,424
1.125,5344,984
1.0966850830000001,5473,755
1.0625,5451,695
1.041666666,6244,1457
1,2879,638
1,3235,381
1,6365,531
1,3419,803
1,4424,238
1,3575,811
1,4009,0
1,6511,527
1,4072,2152
1,2733,545
1,5320,652
1,3540,291
1,5151,369
1,4428,666
1,6799,544
1,5259,1110
1,2633,379
1,6507,536
1,3287,433
1,3670,572
1,3874,558
1,3586,829
1,5261,368
1,3412,299
1,3760,369
1,3558,913
1,6490,257
1,3719,367
1,6256,381
1,5232,421
1,3833,307
1,5490,172
1,3712,353
1,3234,181
1,3562,279
0.999999999,6254,502
0.958333332,6262,744
0.9375,6475,399
0.875,6468,250
0.875,6428,54
0.875,3384,547
0.875,2808,182
0.875,5202,868
0.875,2809,240
0.875,0846,353
0.875,5421,139
0.875,6318,525
0.875,3649,434
0.875,4856,706
0.875,2838,247
0.875,7187,134
0.875,6348,871
0.875,5603,446
0.875,3665,359
0.875,3530,126
0.875,3991,359
0.875,6161,334
0.875,2792,384
0.875,3607,131
0.83602053,3396,739
0.8333333359999999,3517,1421
0.8125,5304,770
0.8125,2727,350
0.791666666,6635,344
0.791666666,6398,546
0.75,4707,245
0.75,6327,273
0.75,2721,240
0.75,5139,236
0.75,6316,344
0.75,3618,679
0.75,5654,241
0.75,4492,306
0.75,6521,352
0.75,6126,626
0.75,3310,276
0.75,4025,368
0.75,3864,217
0.75,5236,302
0.75,5354,367
0.75,4372,161
0.75,3967,125
0.75,2465,291
0.75,5301,574
0.75,3832,247
0.75,3507,158
0.75,3395,364
0.75,5661,146
0.75,2588,260
0.75,3597,415
0.75,3026,73
0.75,6359,437
0.75,3516,694
0.75,3835,471
0.75,5731,499
0.75,5350,476
0.75,6328,427
0.75,3624,561
0.75,4418,109
0.75,3292,190
0.75,5580,346
0.75,4723,1424
0.75,2826,201
0.708333332,6352,187
0.6875,5472,168
0.6875,2716,1102
0.625,2585,224
0.625,3895,193
0.625,3566,551
0.625,3697,574
0.625,2369,927
0.625,7209,401
0.625,6513,218
0.625,3477,829
0.625,5416,248
0.625,5136,532
0.625,2356,162
0.625,5131,980
0.625,4374,355
0.625,3494,663
0.625,0847,328
0.625,3728,636
0.625,5481,562
0.625,4008,368
0.625,5462,518
0.625,3886,389
0.625,6418,703
0.625,3990,106
0.5625,3559,542
0.5625,7174,183
0.5,6461,533
0.5,0862,765
0.5,7186,171
0.5,6375,1001
0.5,6470,18
0.5,4742,1140
0.5,7254,487
0.5,5471,88
0.5,5322,1000
0.5,5418,114
0.5,2737,839
0.5,2398,236
0.5,3317,200
0.5,6396,367
0.5,3902,408
0.5,4029,81
0.5,6568,226
0.5,3472,1480
0.5,7468,708
0.5,3378,146
0.5,6243,56
0.5,5630,136
0.5,6640,196
0.5,5269,258
0.5,3251,522
0.5,3330,217
0.5,6612,224
0.5,6106,19
0.5,4426,124
0.5,5440,263
0.5,4345,328
0.5,3573,333
0.5,4427,351
0.5,3635,537
0.5,3890,324
0.5,5307,573
0.5,6414,64
0.5,5642,251
0.5,6067,36
0.5,7182,264
0.5,6440,1153
0.5,3485,302
0.5,5950,0
0.5,2793,976
0.5,3430,320
0.5,3236,230
0.5,3475,345
0.5,7183,45
0.5,5134,431
0.5,5273,111
0.5,7185,99
0.5,6504,157
0.375,2726,222
0.375,6443,854
0.375,4757,347
0.375,6445,203
0.375,6373,94
0.375,2331,319
0.375,5722,316
0.375,2052,3425
0.375,3957,281
0.375,4891,531
0.375,2411,120
0.375,2397,377
0.375,3954,404
0.375,4388,416
0.375,3062,0
0.375,3958,272
0.375,6421,157
0.375,6392,463
0.375,3271,196
0.375,3570,753
0.375,7179,385
0.375,4704,132
0.375,7265,228
0.375,5510,113
0.375,5571,1850
0.375,3945,978
0.375,5160,29
0.375,3239,424
0.375,3709,290
0.375,3965,209
0.375,2791,343
0.375,5303,211
0.375,3273,143
0.375,3302,371
0.375,6705,278
0.375,2736,377
0.375,3432,197
0.333333332,6068,7
0.3125,5560,471
0.3125,3325,479
0.25,3944,510
0.25,6229,193
0.25,6223,217
0.25,3319,344
0.25,0840,363
0.25,6616,56
0.25,6336,330
0.25,4830,1714
0.25,4488,250
0.25,5410,317
0.25,3865,449
0.25,5279,527
0.25,6528,405
0.25,7180,156
0.25,5106,201
0.25,6228,176
0.25,6165,84
0.25,6606,168
0.25,5660,45
0.25,3279,290
0.25,6422,52
0.25,4468,255
0.25,5220,149
0.25,4697,146
0.25,6425,85
0.25,5309,157
0.25,3303,336
0.25,3512,371
0.25,5570,544
0.25,5577,528
0.25,5470,140
0.25,3050,117
0.25,6758,1701
0.25,2522,300
0.25,6466,67
0.25,6522,455
0.25,6313,294
0.25,3711,492
0.25,3391,171
0.25,3779,394
0.25,4467,197
0.25,3433,218
0.25,3571,318
0.25,3727,309
0.125,2734,456
0.125,6326,492
0.125,6370,458
0.125,3590,336
0.125,6485,498
0.125,4828,208
0.125,6760,634
0.125,5495,595
0.125,3715,307
0.125,5263,137
0.125,3852,93
0.125,2725,374
0.125,7213,298
0.125,3572,151
0.125,4481,121
0.125,6405,319
0.125,3522,339
0.125,3527,785
0.125,2123,0
0.125,5237,357
0.125,5455,58
0.125,7119,41
0.125,3733,215
0.125,2817,287
0.125,5581,542
0.125,3005,525
0.125,5278,521
0.125,6505,114
0.125,3622,457
0.125,4364,217
0.125,3322,175
0.125,6512,97
0.09375,3708,60
